code,name,product_family,coverage_provider,provider_status,source_candidate,source_kind,confidence,next_action
253290,RISE 헬스케어채권혼합,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0190C0,RISE 현대차고정피지컬AI,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
411540,SOL 200 Top10,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
295040,SOL 200TR,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0167B0,SOL 200타겟위클리커버드콜,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
488980,SOL 26-12 회사채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0092C0,SOL 27-12 회사채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
455860,SOL 2차전지소부장Fn,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0167A0,SOL AI반도체TOP2플러스,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
455850,SOL AI반도체소부장,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
497880,SOL CD금리&머니마켓액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
363510,SOL KIS단기통안채,fixed_income_cash_commodity_or_derivative,,,kis,methodology_provider,medium,build_kis_methodology_probe
292500,SOL KRX300,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
404650,SOL KRX기후변화솔루션,domestic_group_or_theme,,,krx,methodology_provider,medium,build_krx_methodology_probe
490480,SOL K방산,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0197W0,SOL SK하이닉스단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0197X0,SOL SK하이닉스선물단일종목인버스2X,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
438570,SOL 국고채10년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
474390,SOL 국고채30년액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
438560,SOL 국고채3년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0066W0,SOL 국제금,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0022T0,SOL 국제금커버드콜액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
423170,SOL 글로벌AI반도체탑픽액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
400590,SOL 글로벌탄소배출권선물ICE(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
484880,SOL 금융지주플러스고배당,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
484890,SOL 머니마켓액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
461600,SOL 미국30년국채액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
473330,SOL 미국30년국채커버드콜(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
494210,SOL 미국500타겟데일리커버드콜액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
479620,SOL 미국AI반도체칩메이커,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
481180,SOL 미국AI소프트웨어,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
486450,SOL 미국AI전력인프라,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
433330,SOL 미국S&P500,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
399110,SOL 미국S&P500ESG,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0080X0,SOL 미국S&P500미국채혼합50,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
499150,SOL 미국S&P500엔화노출(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
447620,SOL 미국TOP5채권혼합50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
476030,SOL 미국나스닥100,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
0118S0,SOL 미국넥스트테크TOP10액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
446720,SOL 미국배당다우존스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
452360,SOL 미국배당다우존스(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
493420,SOL 미국배당다우존스2호,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
490490,SOL 미국배당미국채혼합50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0023A0,SOL 미국양자컴퓨팅TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0181L0,SOL 미국우주항공TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0051G0,SOL 미국원자력SMR,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
481190,SOL 미국테크TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
475300,SOL 반도체전공정,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
475310,SOL 반도체후공정,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0152E0,SOL 배당성향탑픽액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
400580,SOL 유럽탄소배출권선물S&P(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
464610,SOL 의료기기소부장Fn,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
466930,SOL 자동차TOP3플러스,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
464600,SOL 자동차소부장Fn,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0005D0,SOL 전고체배터리&실리콘음극재,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
466920,SOL 조선TOP3플러스,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0080Y0,SOL 조선TOP3플러스레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0141S0,SOL 조선기자재,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
436140,SOL 종합채권(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0141T0,SOL 중기종합채권(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0016X0,SOL 중단기회사채(A-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
220130,SOL 차이나강소기업CSI500(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0131A0,SOL 차이나소비트렌드,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
415760,SOL 차이나육성산업액티브(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
413220,SOL 차이나태양광CSI(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
469830,SOL 초단기채권액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0105E0,SOL 코리아고배당,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
444200,SOL 코리아메가테크액티브,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
495550,SOL 코리아밸류업TR,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
450910,SOL 코스닥150,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0192T0,SOL 코스닥TOP10,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0192S0,SOL 코스피200채권혼합50,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
0040X0,SOL 팔란티어미국채커버드콜혼합,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0040Y0,SOL 팔란티어커버드콜OTM채권혼합,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0105D0,SOL 한국AI소프트웨어,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0092B0,SOL 한국원자력SMR,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
429980,SOL 한국형글로벌전기차&2차전지액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0008T0,SOL 화장품TOP3플러스,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0139F0,TIGER 12월자동연장금융채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
102110,TIGER 200,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
139260,TIGER 200 IT,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
139220,TIGER 200 건설,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
139290,TIGER 200 경기소비재,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
139270,TIGER 200 금융,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
227550,TIGER 200 산업재,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
227560,TIGER 200 생활소비재,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
139250,TIGER 200 에너지화학,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
139230,TIGER 200 중공업,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
139240,TIGER 200 철강소재,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
227540,TIGER 200 헬스케어,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
243880,TIGER 200IT레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
310960,TIGER 200TR,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
252000,TIGER 200동일가중,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
267770,TIGER 200선물레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
252710,TIGER 200선물인버스2X,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
243890,TIGER 200에너지화학레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
315270,TIGER 200커뮤니케이션서비스,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
289480,TIGER 200커버드콜,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
166400,TIGER 200커버드콜OTM,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0104N0,TIGER 200타겟위클리커버드콜,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
480260,TIGER 27-04회사채(A+이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0094K0,TIGER 28-04 회사채(A+이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
364980,TIGER 2차전지TOP10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
412570,TIGER 2차전지TOP10레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
462010,TIGER 2차전지소재Fn,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
305540,TIGER 2차전지테마,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
471760,TIGER AI반도체핵심공정,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
365040,TIGER AI코리아그로스액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
364960,TIGER BBIG,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
412560,TIGER BBIG레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
475630,TIGER CD1년금리액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
357870,TIGER CD금리투자KIS(합성),fixed_income_cash_commodity_or_derivative,,,kis,methodology_provider,medium,build_kis_methodology_probe
499660,TIGER CD금리플러스액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
400970,TIGER Fn메타버스,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
377990,TIGER Fn신재생에너지,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
417630,TIGER KEDI혁신기업ESG30,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
449170,TIGER KOFR금리액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
292160,TIGER KRX300,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0072R0,TIGER KRX금현물,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
404540,TIGER KRX기후변화솔루션,domestic_group_or_theme,,,krx,methodology_provider,medium,build_krx_methodology_probe
228820,TIGER KTOP30,domestic_broad_market,,,krx,methodology_provider,low,research_krx_sources
300610,TIGER K게임,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
463250,TIGER K방산&우주,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
138530,TIGER LG그룹플러스,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
445910,TIGER MKF배당귀족,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
289260,TIGER MSCI KOREA ESG리더스,foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
289250,TIGER MSCI KOREA ESG유니버설,foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
310970,TIGER MSCI Korea TR,foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
269370,TIGER S&P글로벌인프라(합성),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
248270,TIGER S&P글로벌헬스케어(합성),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0195S0,TIGER SK하이닉스단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0025N0,TIGER TDF2045 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
453950,TIGER TSMC파운드리밸류체인,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
364990,TIGER 게임TOP10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
139280,TIGER 경기방어,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
237440,TIGER 경기방어채권혼합,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
319640,TIGER 골드선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0190Y0,TIGER 구글밸류체인,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
160580,TIGER 구리실물,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
451530,TIGER 국고채30년스트립액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
114820,TIGER 국채3년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
275980,TIGER 글로벌4차산업혁신기술(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
464310,TIGER 글로벌AI&로보틱스 INDXX,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
418670,TIGER 글로벌AI사이버보안,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
466950,TIGER 글로벌AI액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
491010,TIGER 글로벌AI전력인프라액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
412770,TIGER 글로벌AI플랫폼액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
440340,TIGER 글로벌멀티에셋TIF액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
476690,TIGER 글로벌비만치료제TOP2Plus,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
480310,TIGER 글로벌온디바이스AI,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
387270,TIGER 글로벌이노베이션액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
276000,TIGER 글로벌자원생산기업(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
371450,TIGER 글로벌클라우드컴퓨팅INDXX,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
464930,TIGER 글로벌혁신블루칩TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
139320,TIGER 금은선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0168K0,TIGER 기술이전바이오액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
137610,TIGER 농산물선물Enhanced(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
182490,TIGER 단기선진하이일드(합성 H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
272580,TIGER 단기채권액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
157450,TIGER 단기통안채,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
105010,TIGER 라틴35,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
123320,TIGER 레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
174350,TIGER 로우볼,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
329200,TIGER 리츠부동산인프라,real_estate_or_infrastructure,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0086C0,TIGER 리츠부동산인프라10채권혼합액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0086B0,TIGER 리츠부동산인프라TOP10액티브,real_estate_or_infrastructure,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
341850,TIGER 리츠부동산인프라채권,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0043B0,TIGER 머니마켓액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
147970,TIGER 모멘텀,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
458250,TIGER 미국30년국채스트립액티브(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
476550,TIGER 미국30년국채커버드콜액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0142D0,TIGER 미국AI데이터센터TOP4Plus,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
491830,TIGER 미국AI반도체팹리스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
490090,TIGER 미국AI빅테크10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0102A0,TIGER 미국AI소프트웨어TOP4Plus,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0123G0,TIGER 미국AI전력SMR,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
182480,TIGER 미국MSCI리츠(합성 H),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
360750,TIGER 미국S&P500,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
448290,TIGER 미국S&P500(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
488500,TIGER 미국S&P500동일가중,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
225040,TIGER 미국S&P500레버리지(합성 H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
429000,TIGER 미국S&P500배당귀족,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
143850,TIGER 미국S&P500선물(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
225030,TIGER 미국S&P500선물인버스(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
482730,TIGER 미국S&P500타겟데일리커버드콜,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
133690,TIGER 미국나스닥100,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
448300,TIGER 미국나스닥100(H),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
418660,TIGER 미국나스닥100레버리지(합성),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
435420,TIGER 미국나스닥100채권혼합50,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
441680,TIGER 미국나스닥100커버드콜(합성),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
486290,TIGER 미국나스닥100타겟데일리커버드콜,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
429010,TIGER 미국나스닥넥스트100,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
203780,TIGER 미국나스닥바이오,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
245340,TIGER 미국다우존스30,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
456610,TIGER 미국달러SOFR금리액티브(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
329750,TIGER 미국달러단기채권액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
261110,TIGER 미국달러선물레버리지,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
261120,TIGER 미국달러선물인버스2X,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
494840,TIGER 미국방산TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
458730,TIGER 미국배당다우존스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
458750,TIGER 미국배당다우존스타겟커버드콜1호,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
458760,TIGER 미국배당다우존스타겟커버드콜2호,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0015K0,TIGER 미국소비트렌드액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0183J0,TIGER 미국우주테크,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
305080,TIGER 미국채10년선물,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0046A0,TIGER 미국초단기(3개월이하)국채,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
465670,TIGER 미국캐시카우100,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
381170,TIGER 미국테크TOP10 INDXX,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
472160,TIGER 미국테크TOP10 INDXX(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
